asn,country
53467,['US']
35907,['US']
16639,['US']
32744,['US']
271922,['AR']
47891,['FR']
265834,['AR']
51037,['RU']
399759,['US']
27947,"['US', 'EC']"
42234,['RO']
395595,['US']
268443,['BR']
52803,['BR']
51277,['PL']
17160,['US']
19834,['US']
394573,['US']
205172,['UA']
201629,['NL']
19321,['US']
198140,['PL']
268086,['BR']
60296,['SK']
27649,['US']
37668,['ZA']
397654,['US']
36359,['US']
197394,['RU']
19088,['US']
29989,['US']
32670,['US']
136151,['BD']
141639,['ID']
207022,['IT']
133144,"['HK', 'US']"
1739,['FI']
34901,['RU']
16799,['US']
42733,['GB']
1909,['US']
45992,['KR']
26806,['CA']
46531,['US']
41649,['UA']
26699,['US']
205679,['PL']
56804,['IL']
28591,['BR']
133069,['AU']
60117,"['NL', 'BG', 'AE', 'RO', 'DE', 'GB']"
59477,['SK']
267867,['AR']
3970,"['MU', '', 'JP']"
267077,['BR']
25183,['UA']
328794,['EG']
397708,"['US', 'CA']"
39906,['CZ']
142401,['ID']
11870,['US']
262964,['BR']
134240,['TH']
265350,['BR']
200481,['ES']
264127,['BR']
54135,['US']
13377,['US']
63583,['CN']
39442,['RU']
328423,['ZA']
11883,['US']
25516,['DE']
39569,['RO']
267378,['BR']
51176,['DE']
5547,['RU']
21960,['US']
270323,['BR']
196883,['PL']
268645,['BR']
48426,['FR']
131315,['AU']
328250,['SO']
198505,['UA']
57709,['UA']
48582,"['SK', 'HK', 'BR', 'FI', 'AU', 'DE', 'US', 'SG', 'CA', 'KR']"
201064,['TR']
201718,['NL']
15221,['US']
207266,['US']
262464,['BR']
393732,['US']
12205,['US']
202970,['NL']
3141,['MX']
5692,['AR']
16968,['US']
32249,['US']
399045,"['US', 'TW']"
1471,['US']
264024,['BR']
270678,['BR']
36323,['US']
132937,['IN']
50237,['IL']
22646,['US']
139829,['AU']
14057,['US']
47593,['AT']
45202,['IN']
196887,['PL']
40982,['AT']
43863,['HR']
199136,['RU']
399354,['CA']
37006,['RW']
57675,['AZ']
196640,['MT']
266922,['BR']
19510,['US']
196870,['DE']
197076,['FR']
11903,['US']
52574,['BR']
22348,['US']
48503,['KZ']
46506,['US']
141103,['ID']
11720,['US']
265628,['MX']
56462,['RU']
25875,['US']
212237,['CN']
28358,['BR']
41909,['RU']
270627,['BR']
18551,['US']
23130,['US']
45039,['FR']
262669,['BR']
34958,['FR']
37377,['NG']
132735,['BD']
138122,['ID']
264208,['BR']
9617,['JP']
8007,['MX']
204038,['DE']
396505,['US']
208304,['HK']
46834,['US']
399297,['US']
52364,['AR']
28396,['MX']
24956,['DE']
20559,['NL']
17125,['US']
57144,['IT']
36201,['US']
23706,['AU']
36682,['US']
204159,['NL']
4781,['TW']
197065,['RO']
50672,['RU']
265076,['BR']
263066,['BR']
270331,['BR']
36101,['US']
18393,['ID']
39218,['DE']
398330,['US']
39651,['SE']
63290,['US']
31887,['US']
200637,['RU']
35947,['CA']
136057,['ID']
209218,['HK']
41795,['DK']
30982,['TG']
394352,['CA']
137679,['IN']
396960,['CA']
266861,['AR']
11294,['US']
395033,['US']
35562,['UA']
1307,['FR']
20904,['FI']
264020,['BR']
134768,['CN']
44677,['RU']
45389,['KR']
132882,['MY']
199328,['EE']
62827,['US']
206205,['IT']
30340,['US']
49802,['FI']
43022,['UA']
267219,['BR']
398313,['US']
205024,['NL']
132378,['IN']
209701,['RU']
266285,['BR']
132923,['IN']
60499,['IE']
25182,['NL']
262541,['BR']
25192,"['CZ', 'CA']"
137694,['CN']
269917,['AR']
208043,['SE']
16600,['US']
10131,['CK']
205752,['AT']
12793,['AT']
49954,['RU']
60019,['IT']
132667,['ID']
132931,['IN']
212602,['IT']
139647,['BD']
397457,['US']
205296,['PL']
38031,['BD']
135412,['SG']
202122,['IL']
142316,['ID']
5784,['US']
204896,['SE']
269471,['BR']
139848,['AU']
33548,['US']
52470,['CR']
17541,['IN']
52824,['BR']
270940,['BR']
18088,['JP']
263373,['BR']
262944,['MX']
41781,['UA']
29187,['UA']
33051,['US']
266933,['BR']
328800,['KE']
35586,['UA']
24436,['AU']
268417,['BR']
45154,['IN']
395202,['US']
205983,['RU']
63402,"['US', 'JP']"
210217,['DE']
54016,['US']
208896,['IR']
63269,['US']
267999,['BR']
141301,['IN']
16415,['US']
2734,['US']
12024,['US']
11586,['US']
61226,['GB']
21301,['GB']
10967,"['US', 'CA']"
63273,['US']
57343,['IT']
33278,['US']
137969,"['HK', 'US', 'CN']"
270253,['BR']
268236,['BR']
132239,['IN']
139473,['BD']
61714,['BR']
210137,['US']
49388,['ES']
395702,['US']
208726,['ES']
52106,"['DE', 'PL']"
210846,['NL']
11781,['US']
7835,['US']
212714,['ES']
64096,"['CN', 'HK', 'JP', 'DE', 'US', 'KR']"
265772,['AR']
62450,['RU']
328057,['ZA']
18608,"['HK', 'GB', 'US', 'RU']"
394138,['US']
60274,['AT']
12498,['IT']
207946,['DE']
201099,['ES']
4880,['US']
267635,['BR']
139267,['US']
25355,['RU']
38836,['AU']
198720,['UA']
131762,['ID']
396325,['US']
23255,['US']
51894,['LV']
27314,['US']
57933,['BE']
14235,['US']
{133902},['IN']
398669,['CA']
199644,['DE']
60975,['IT']
30818,"['GB', 'IS']"
18717,['US']
206364,['FI']
210198,['DE']
30308,['US']
28188,['BR']
63229,['US']
19904,['US']
39310,['PL']
10991,"['', 'NL', 'SE', 'IE', 'DE', 'GB', 'US', 'FR']"
207903,['NL']
55410,['IN']
135661,['PK']
208775,['IT']
61929,['BR']
15099,['US']
267973,['BR']
49520,['CH']
264464,['BR']
50472,['DE']
264386,['BR']
267730,['AR']
38955,['AT']
12168,['US']
42770,['KZ']
59500,['UA']
9983,['AU']
134884,['IN']
198000,['PL']
58074,['RO']
208822,['SE']
271452,['BR']
62205,['RU']
268619,['BR']
201522,['SI']
21203,['FR']
208155,['RU']
140713,['AU']
34428,['IT']
213018,['FR']
264247,['BR']
23250,['US']
42892,['RU']
131709,['ID']
204595,['EE']
17812,['US']
53180,['BR']
48460,['GB']
32672,['US']
12309,['IT']
202341,['PT']
133036,['IN']
39205,['RO']
37463,['CG']
9604,['JP']
205289,['ES']
31500,"['AG', 'RU']"
141276,['IN']
42648,['UA']
22911,['US']
269813,['AR']
205375,['ES']
57626,['NL']
33163,['US']
55697,['ID']
399490,['US']
64433,['RU']
271346,['BR']
60974,"['BG', 'PE']"
134459,['AU']
50746,['GB']
9411,['TH']
207066,['LV']
140394,['ID']
23620,['JP']
135264,['IN']
63425,['US']
35361,['CZ']
394808,['US']
49291,['RU']
48716,"['KZ', 'RU']"
25166,['BG']
51278,['CZ']
262763,['BR']
42940,['RU']
50659,['RO']
25456,['UA']
51954,['MD']
394024,['US']
203492,['RU']
202342,['RU']
398864,['US']
139643,['BD']
51990,['RU']
267850,['AR']
30822,['RU']
57451,['RU']
268071,['BR']
262491,['BR']
17108,['BR']
137992,"['HK', 'US']"
33343,['US']
63221,['US']
393683,['US']
210087,['GB']
48257,['RU']
198650,['AT']
52765,['BR']
50787,['RU']
41535,['RU']
202221,"['UA', 'LV']"
58427,['AF']
50796,['FR']
213336,['ES']
63056,['US']
205922,['RU']
33933,['DE']
60941,['NL']
206043,['ES']
54113,"['SE', 'PE', 'HK', 'MY', 'GB', 'US', 'SG', 'IN', 'ZA', 'CL', 'DK', 'IE', 'NO', 'AU', 'DE', 'FR', 'KR', 'ES', 'PH', 'BR', 'AT', 'CO', 'JP', 'AR', 'NZ', 'GH', 'CA', 'NL', 'FI', 'AE', 'IT']"
203832,['RU']
18830,['US']
239,['CA']
134434,['PH']
28074,['SV']
41075,['HU']
266856,['EC']
19115,['US']
32841,['US']
31328,"['US', 'FR']"
197692,['LU']
141389,['SG']
212598,['TR']
62774,['US']
200187,['DE']
26194,['VE']
270396,['BR']
46575,['US']
57030,['DK']
44838,['SE']
44073,['SI']
25601,['US']
393262,"['NL', 'ES', 'BR', 'AU', 'RO', 'GB', 'US', 'SG', 'FR', 'CA', 'IT']"
30693,['DE']
9590,['HK']
135788,['IN']
204086,['PL']
131662,['TW']
264815,['AR']
29894,['US']
207472,['RU']
29601,['FI']
134000,['IN']
198743,['PL']
206056,['IL']
62901,['US']
206687,['PL']
13326,['US']
38917,['RU']
268182,['BR']
199583,['RU']
271274,['BR']
206176,['NL']
135676,['BD']
398751,['US']
210303,['DE']
58488,['ID']
11635,['CA']
395562,['US']
17993,['WS']
393347,['US']
211919,['FR']
57038,['RU']
1974,['US']
22693,['US']
60738,['RU']
202966,['MD']
137577,"['HK', 'PH']"
60490,['RU']
26975,['US']
9757,['KR']
394339,['US']
34942,['NL']
10129,"['US', 'AU']"
138778,['IN']
208461,['RU']
56370,['UA']
135238,['IN']
397780,['US']
48727,['PL']
23230,['US']
141134,['ID']
33680,['US']
11109,['US']
15615,['LV']
395358,['US']
11176,['US']
6167,['US']
141561,['IN']
197478,['ES']
13690,['US']
132763,['IN']
23601,['KR']
21950,['US']
61595,['BR']
18185,['TW']
54816,['US']
24945,['UA']
54061,['US']
199938,['DE']
265685,['AR']
19655,['US']
15882,['RO']
12155,['US']
393809,['US']
328125,['ZA']
399673,['US']
60750,['NL']
209529,['IT']
49928,['ES']
54575,['US']
264096,['BR']
41764,['BG']
133702,['IN']
270841,['BR']
46745,['US']
271202,['BR']
47491,['DE']
271044,['BR']
7821,['US']
59353,['BD']
23930,"['HK', 'PH', 'KR']"
395441,['US']
43912,['RU']
19905,"['CZ', 'SE', 'PE', 'FR', 'HK', 'KW', 'TR', 'SA', 'JP', 'CO', 'DE', 'GB', 'US', 'IN', 'CA']"
59285,['ID']
201340,['AE']
33223,['US']
49382,['IR']
18175,['KR']
6866,['CY']
46587,['US']
270957,['BR']
208318,['BG']
199479,['GB']
9185,['RU']
56977,['RU']
211835,['FR']
25692,['US']
24619,['PL']
34268,['RU']
268837,['BR']
204182,"['BE', 'US']"
46962,['PR']
17426,['IN']
198686,['CY']
1761,['US']
136537,['SG']
8794,['DE']
34612,['NL']
393673,['US']
58651,['JP']
268670,['BR']
34213,['DE']
268144,['BR']
25084,['PL']
27940,['AR']
132413,['IN']
26769,['US']
14671,['US']
20616,['RO']
7936,['US']
213099,['NL']
33499,['US']
398748,['US']
132356,['SG']
398847,['US']
266344,['BR']
203085,['DE']
47451,['ME']
7235,['US']
26905,['US']
135350,['AU']
43283,['RO']
209520,['RU']
57985,['UA']
299,['US']
44897,['UA']
57935,"['DE', 'NL', 'TR']"
58700,['IN']
27373,['US']
394412,['US']
62053,"['BG', 'RO']"
396085,['US']
13119,['PL']
53007,"['US', 'SE']"
203583,['HU']
198757,['RU']
18586,['US']
393988,['US']
40810,"['US', 'SG']"
48277,['RU']
27247,['US']
18647,['US']
203396,['NL']
11804,['US']
395018,['IE']
7342,"['NL', 'SE', 'HK', 'JP', 'DE', 'GB', 'US', 'FR']"
265891,['BR']
398309,['US']
196971,['TR']
32408,['US']
15362,['BG']
263097,['BR']
54573,"['GB', 'US']"
44011,['RU']
46051,['ID']
40056,['US']
270953,['BR']
{38731},['VN']
267405,['BR']
262733,['BR']
263644,['BR']
197197,['CZ']
203203,['RU']
16534,['US']
20846,['LT']
24685,['UA']
267752,['SV']
200416,['GB']
12908,['TR']
139195,['IN']
59869,['HU']
136425,['BD']
54871,['US']
262838,['BR']
269267,['BR']
8952,['US']
394178,['US']
56635,['SI']
40758,['CA']
396322,['US']
200406,['IR']
57750,['GB']
50661,['PL']
196953,['UA']
35191,['PL']
399059,['US']
31836,['US']
32612,['US']
7631,['AU']
135569,['IN']
271065,['BR']
13920,['US']
45026,['PL']
22792,['US']
266438,['BR']
61996,['BG']
328548,['ZA']
269776,['AR']
50568,['RU']
212760,['US']
25098,['GB']
26570,['US']
54302,['US']
24331,"['SG', 'CN']"
31830,['US']
12244,['US']
20127,['US']
132524,['IN']
42479,['GB']
397674,['PR']
48122,['RU']
1724,['FR']
29818,['US']
49007,['PL']
14418,['US']
267410,['BR']
205483,['FR']
37544,"['TD', 'CM']"
327700,['MZ']
132526,['SG']
51160,['GE']
269180,['BR']
52222,['RU']
268893,['BR']
212288,['RU']
134305,['IN']
44366,['GB']
23613,['JP']
48567,['HR']
138999,['KH']
46502,['US']
61903,['BR']
47487,['DE']
37992,['TH']
133391,['SG']
267698,['CR']
50779,['FR']
204059,['BE']
328149,['KE']
39175,['GB']
49715,['PL']
41945,['PL']
141629,['ID']
20973,['ES']
328754,['UG']
267763,['AR']
812,['CA']
393512,['US']
23860,['IN']
269579,['BR']
38703,['KR']
42714,['UA']
142430,['US']
59109,['JP']
198410,['PL']
197880,['RU']
211557,['TR']
31239,['AT']
62948,['US']
59710,['DE']
45291,['ID']
56962,['IT']
136771,['AU']
26165,['US']
23060,['US']
14792,['US']
39481,['GR']
311,['US']
35441,['LT']
39203,['RO']
268484,['BR']
58659,['IN']
15667,"['US', 'FR']"
35816,"['UA', 'RU']"
43349,['RU']
58102,['GB']
141818,['IN']
210002,['EE']
269291,['BR']
204217,['RU']
139002,['AU']
394124,['US']
210108,['PL']
134024,['IN']
6072,['US']
51609,['RU']
269227,['BR']
44404,['DE']
54130,['US']
399478,['AG']
21774,['CA']
589,['US']
271334,['BR']
399414,['US']
262682,['BR']
30218,['US']
38302,['AU']
29487,['US']
51533,['TR']
27672,['MX']
201299,['DE']
51929,['SE']
23290,['US']
51381,['SC']
6729,['UA']
61319,['FR']
393399,['US']
52584,['BR']
200889,['PL']
26462,['US']
19712,['US']
201848,['RU']
61108,"['AT', 'CH']"
62385,['AT']
266855,['CL']
198737,['FI']
270887,['BR']
56466,['IR']
198885,['ES']
399514,['US']
39434,['RU']
262309,['BR']
37442,['ZW']
59649,['HU']
44335,['DE']
46252,['US']
22,['US']
200391,['BG']
267772,['AR']
198205,['DE']
7257,"['US', 'CA']"
63141,['US']
141234,['PK']
270548,['BR']
7926,"['GB', 'US']"
270614,['BR']
39878,['AT']
213269,['FI']
199997,['FR']
59462,['RO']
40275,['US']
28647,['BR']
267874,['AR']
56919,['DE']
141780,['TH']
35350,"['DE', 'US', 'BE']"
721,['US']
56692,['RU']
209464,['SA']
394183,"['GB', 'US']"
45031,['DE']
141312,['IN']
60626,['NL']
9113,['RU']
44696,['RU']
10511,['US']
209686,"['GB', 'CA']"
64022,['HK']
23221,['US']
40779,['US']
212988,['ES']
44751,['RU']
205730,['NL']
11045,['US']
134480,['BD']
199981,['PL']
54770,['US']
201648,['CZ']
41119,['UA']
8540,['AT']
31732,['AU']
25594,['TR']
7839,['US']
22919,['US']
21727,['US']
54515,['US']
141176,['BD']
50618,['FR']
9863,['KR']
138327,['IN']
40814,['CA']
206642,['ES']
394795,['US']
35788,"['CL', 'PY', 'UY', 'PE', 'BR', 'AR', 'BO', 'VE']"
397556,['US']
271083,['BR']
18853,['US']
43536,['DE']
14282,['BR']
207572,['DE']
25766,['US']
397327,['US']
211327,['TR']
34290,['CH']
44421,['US']
399463,['US']
137785,['CN']
206825,['DE']
41023,['PL']
49612,"['GB', 'RU']"
62490,['US']
39645,['LV']
34503,['RU']
211589,['IS']
50260,['RU']
201078,['DK']
25428,['BE']
211866,['RU']
37113,['UG']
327842,['NA']
205890,['DE']
196708,['IT']
53963,['US']
29906,['US']
12220,['US']
30303,['US']
206006,['PL']
59164,['IN']
197169,['RU']
19718,['US']
61588,['BR']
397176,['US']
198175,['CH']
271094,['BR']
62120,['RO']
210096,['GB']
264927,['BR']
269012,['BR']
54219,['US']
203217,['IQ']
211192,['US']
263509,['BR']
133954,['BD']
211261,['ES']
18230,['BD']
45466,['IN']
398704,"['HK', 'US', 'CN']"
136865,['ID']
17152,['US']
394569,['US']
1399,['US']
30551,['US']
131588,['TW']
334,['US']
33054,['US']
200746,['NL']
327886,['GH']
266764,['AR']
397041,['US']
197581,['SE']
399216,['US']
59400,['RO']
48583,['RU']
16298,['NL']
56136,['HK']
200843,['US']
19827,['US']
206191,['IT']
54539,['US']
26552,['US']
51780,['RU']
24434,['AU']
197893,['IQ']
17766,"['US', 'AU']"
17685,['JP']
266484,['BR']
142541,['AF']
136322,['IN']
267677,['CL']
201343,['ES']
394012,['US']
16989,['US']
265300,['BR']
263545,['BR']
43287,['RU']
201706,['RU']
30877,['RU']
267277,['BR']
32535,['US']
135266,['IN']
62652,['US']
200594,['PL']
61149,"['US', 'IL', 'IE']"
33563,['US']
42504,['UA']
61246,['IR']
268410,['BR']
36928,['SL']
53624,['US']
13995,['US']
10782,['US']
25829,['US']
211163,['IL']
206276,['ES']
209024,['RU']
396456,['US']
134098,"['AT', 'TW']"
393542,['US']
134217,['AU']
135516,['AU']
205937,['BG']
9044,['CH']
262549,['BR']
398566,['US']
210958,['CZ']
35125,['RU']
211711,['TR']
52144,['NL']
58513,['ID']
20326,"['NL', 'US', 'SG', 'RU']"
55309,['VN']
393374,['US']
136639,['IN']
59397,['FI']
51406,['GB']
394737,['US']
270298,['BR']
42289,['RU']
267116,['BR']
268812,['BR']
139417,['ID']
47072,['US']
50027,['UA']
23482,['US']
202637,['RO']
61713,['BR']
202113,"['DE', 'US']"
13702,['US']
396368,['US']
13926,['US']
132723,['NZ']
203678,['GB']
20388,['US']
394320,['US']
12645,['FR']
328939,['UG']
13604,['US']
207819,['RU']
40467,"['DE', 'US']"
63433,['US']
46090,['MX']
4972,['US']
132962,['IN']
263364,['BR']
136412,['MY']
24155,"['US', 'CN', 'TW']"
22351,"['CD', 'CF', 'IL', 'ML', 'BR', 'ZM', 'QA', 'FK', 'GA', 'GB', 'US', 'ZA', 'KR']"
396924,['US']
25729,['US']
50929,['BY']
269819,['AR']
44491,['RU']
47269,['CZ']
268775,['BR']
136977,['AU']
141077,['ID']
271153,['BR']
200990,['HR']
137466,['AU']
211709,['TR']
265042,['BR']
267615,['BR']
147002,['HK']
36812,['US']
133658,['IN']
397340,['US']
264487,['BR']
55757,['IN']
268186,['BR']
267180,['BR']
200762,['RU']
18558,['US']
57242,['UA']
25620,['BO']
141155,['BD']
200618,['FR']
5429,['RU']
26218,['BR']
50344,['SI']
54174,['US']
34735,['AT']
137502,['GB']
7847,['US']
34596,['CZ']
268064,['BR']
41929,['RU']
10436,['MX']
9706,['KR']
198537,['PL']
57786,['AZ']
60027,['TR']
202254,"['CY', 'TR']"
51226,['RU']
22186,['US']
33296,['US']
24397,['IN']
58291,['NL']
33176,['US']
16578,['US']
271188,['BR']
30950,['NO']
32802,['US']
11036,['US']
197949,"['BE', 'NL', 'DK']"
138235,['IN']
54359,['CA']
44768,['HU']
133260,['IN']
1680,"['RU', 'IL']"
54786,['US']
12389,"['RU', 'JP']"
50931,['AT']
22863,"['US', 'CA']"
57474,['IR']
206525,['FR']
15181,['unknown']
132280,['TH']
266726,['CL']
45388,['KR']
265966,['BR']
203591,['IT']
34872,['BE']
265419,['BR']
212085,['DE']
53634,['US']
268644,['BR']
199260,['PL']
206285,['DE']
29672,['SE']
267096,['BR']
137225,['IN']
44160,"['CH', 'IT']"
21476,['DE']
39449,['IE']
135726,['IN']
46616,"['US', 'SE']"
399818,['US']
136432,['AU']
52247,['CO']
199538,['PL']
393797,['US']
139951,['ID']
62637,['US']
54287,['US']
21193,['ES']
11318,['US']
64308,['ID']
39131,['RU']
39523,['RU']
267089,['BR']
263293,['BR']
134363,['SG']
52070,['IR']
29237,['KW']
262587,['BR']
60916,['BG']
23692,['ID']
263333,['BR']
197944,['SI']
36434,['US']
265642,['CL']
26826,['US']
393531,['US']
198354,['RU']
46059,['ID']
266178,['BR']
399762,['US']
133214,['ID']
202725,['LT']
209298,['HU']
211614,['LT']
18919,['US']
198940,['BG']
266974,['BR']
34550,['RU']
28809,['RU']
5739,['US']
18893,['US']
27413,['US']
197514,['SI']
200683,['AT']
31486,['TR']
1213,"['US', 'IE']"
22953,['CA']
12966,['PL']
266614,['BR']
57560,['CZ']
206860,['FI']
48303,['DE']
17088,"['GB', 'US', 'JP', 'CA']"
397307,['US']
42451,['RU']
198493,['PL']
58780,['AU']
267287,['BR']
61810,['BR']
27475,['US']
30803,['GB']
61315,['IT']
396403,['US']
21508,['US']
64421,['LV']
14360,"['GB', 'US']"
209185,['DE']
53825,['US']
13891,['US']
17166,['US']
48,['US']
41898,['LV']
269233,['BR']
264067,['BR']
57812,['RU']
49381,['RU']
271071,['BR']
207719,['FR']
132621,['AU']
64452,['VG']
26150,['US']
206476,['IT']
137978,['NP']
10084,['AU']
263264,['BR']
40551,"['GB', 'US']"
212157,['NL']
267509,['BR']
40373,['US']
51152,['ES']
9118,['PT']
12530,['UA']
51664,['FR']
63210,['US']
800,"['GB', 'US', 'AU', 'ZA']"
8312,"['NL', 'RU']"
25763,['US']
42998,['RU']
47578,['GB']
63370,['US']
394631,['US']
16938,['US']
199859,['PL']
36737,['US']
22760,['US']
26355,['US']
395717,['US']
52120,['FR']
207050,['ES']
58369,['ID']
44561,['ES']
64008,['PH']
36564,['US']
27757,['EC']
25813,['US']
36094,['US']
61510,['AR']
141728,['IN']
48914,['RU']
4783,['TW']
398361,['US']
14929,['US']
327822,['ZA']
204335,['LV']
62608,['US']
16912,['US']
134265,['IN']
15426,['NL']
131429,['VN']
63336,['US']
58514,['ID']
18117,['AU']
137274,['BD']
201502,['IT']
19710,['US']
27746,['CL']
266644,['BR']
50033,['NO']
16489,['US']
141731,['BD']
196851,['UA']
46670,['US']
38735,['VN']
42562,['DE']
58551,['ID']
210869,['IT']
16168,['ES']
51604,['RU']
21367,['RU']
134896,['IN']
206852,['PL']
132823,['US']
18200,['NC']
399030,['US']
201895,['NO']
32765,['US']
53454,['US']
29298,['DE']
328581,['SL']
22970,['US']
56030,"['AU', 'NZ']"
199906,['RU']
47032,['US']
397276,['US']
398571,['US']
10655,['US']
204706,['KZ']
197632,['RU']
6595,['US']
23197,"['GB', 'US', 'CA']"
51457,['ES']
55811,['AU']
135488,['ID']
264159,['BR']
6681,"['NL', 'PL']"
399411,['US']
200376,['IR']
209216,['DE']
28672,['PT']
135050,['AU']
266791,['AR']
265694,['AR']
265753,['US']
6747,['LV']
17753,['IN']
50865,['IL']
267828,['GT']
11031,"['BM', 'HK', 'AU', 'GB', 'US', 'CA']"
36824,['US']
24445,['CN']
202777,['IQ']
45638,['AU']
11357,['US']
11610,['US']
212264,['RU']
51117,['RU']
265471,['BR']
263145,['BR']
396000,['US']
397573,['CA']
40279,['US']
29953,['CA']
39128,['UA']
209176,['AM']
31572,['DE']
41012,['GB']
206882,['ES']
8361,['FR']
36635,['US']
31180,['FR']
264017,['BR']
140031,['ID']
18411,['TW']
328392,['KE']
62605,['US']
16569,['CA']
38736,['VN']
134643,['ID']
207763,['US']
43271,['FR']
209160,['BG']
211906,['DE']
211232,['IE']
60436,['BE']
32649,['US']
17073,"['GB', 'US']"
64226,['US']
266253,['BR']
45519,['IN']
266412,['BR']
57696,['FR']
131386,['VN']
197217,['PL']
36341,['US']
268646,['BR']
199485,['FR']
18630,['US']
36460,['US']
25915,['US']
41865,['PL']
266005,['BR']
25712,['US']
21187,['PL']
137098,['IN']
56865,['SA']
136380,['NP']
137107,['IN']
55907,['JP']
63452,['US']
41691,['RU']
39841,['TR']
139034,['PH']
141092,['ID']
51972,['UA']
36271,['US']
270994,['BR']
398456,['US']
48440,['UA']
207514,['HR']
212562,"['US', 'FR']"
137889,['BD']
16297,['IT']
41319,['PL']
24271,['JP']
61170,"['RU', 'CY']"
28885,['OM']
47821,['US']
54189,['']
399412,['PR']
138456,['HK']
328087,['KE']
11579,['US']
206669,['IS']
44127,['ES']
264730,['CL']
8524,['EG']
200043,['IT']
18865,['US']
264732,['AR']
265140,['BR']
206488,['ES']
199708,['FR']
46135,['CA']
63691,['CN']
2640,['US']
20133,['US']
28708,['FR']
16809,['US']
267335,['BR']
37223,"['MZ', 'ZA']"
47652,['RU']
35385,['PS']
46453,['US']
269138,['BR']
23579,['KR']
395114,['CA']
51373,['PL']
262839,['BR']
271134,['BR']
208136,['US']
27031,['US']
393995,['US']
31556,['UA']
196854,['TJ']
{136974},['PK']
393615,['US']
37020,['CD']
50349,['PL']
19681,['US']
267324,['BR']
202701,['DE']
57605,['UA']
8084,"['DE', 'US']"
139289,['AU']
34682,['RU']
63067,['US']
51490,"['GB', 'RO', 'CA']"
16205,['DE']
9110,['RU']
138746,['IN']
820,['CA']
200382,['NL']
206765,['AT']
309,['US']
14652,['US']
"{24429,64927,64928,64929}",['VN']
2024,['US']
31083,"['BG', 'GR']"
22343,['US']
{6058},['CA']
22554,['US']
262268,['BR']
140865,['BD']
206230,['ES']
35995,['US']
28173,['BR']
136457,['TH']
398273,['VG']
394610,['US']
63206,['US']
52822,['BR']
270857,['BR']
52446,['PA']
137395,['AU']
395470,['US']
29385,['UZ']
7046,"['NL', 'US', 'BR', 'VE']"
28627,['BR']
131895,['JP']
56714,['SA']
198518,['PL']
201088,['RU']
263202,['CO']
26293,['US']
200003,['DE']
43251,['GB']
197383,['FR']
6693,['RO']
36577,['US']
64411,['ES']
19844,['US']
32859,['US']
61418,['TR']
64455,['UA']
36157,['US']
393419,['US']
30566,['US']
208987,['FI']
12349,['DE']
57888,"['CZ', 'BA']"
51477,['RU']
64449,['SE']
50564,['ES']
13287,['ES']
267181,['BR']
57945,['PL']
397608,['US']
37652,['ZA']
203296,['FI']
28947,['RU']
59273,['ID']
327798,['BI']
16471,"['CL', 'US']"
205620,['RS']
133349,['ID']
267993,['BR']
18999,['US']
1705,['US']
33377,['US']
134042,['IN']
5425,['CY']
35122,['BG']
19381,['US']
203317,['GB']
19723,['BR']
62498,['US']
25972,['US']
211336,['LT']
23347,['US']
135183,['IN']
137787,['CN']
53949,['US']
59374,['TH']
204004,"['CZ', 'ES']"
43410,['RU']
35036,['LV']
54143,['US']
24889,"['DE', 'CH']"
264216,['BR']
49488,['AT']
211454,['CH']
29462,['NL']
34040,['CZ']
264517,['BR']
2439,['FR']
6026,['US']
3449,['AR']
265349,['BR']
348,['US']
133066,['AF']
49567,['IE']
56658,['PL']
135955,['VN']
397414,['US']
35733,['BE']
197568,['GB']
263612,['BR']
205673,['UA']
140051,['AU']
61874,['BR']
48226,['RU']
393951,['US']
25710,['US']
138029,"['HK', 'CN', 'KR']"
58130,['SK']
210950,['RU']
200081,"['DE', 'CZ', 'RU']"
55871,['AU']
264220,['BR']
203474,['NL']
23934,['NZ']
141253,['IN']
3249,['EE']
266010,['BR']
393543,['US']
16191,['IT']
212745,['DE']
7252,['US']
263616,['BR']
399198,['US']
41334,['FR']
64227,['US']
48434,['IR']
19174,['US']
27560,['US']
36582,['US']
213186,['US']
197837,['PL']
207748,['GB']
199935,['FR']
397976,['US']
53667,"['GB', 'US', 'LU']"
268824,['BR']
266755,['GT']
25052,['IL']
328262,['ZA']
140669,['BD']
210266,"['US', 'PL']"
212351,['FR']
4515,['HK']
62988,['US']
199546,['RU']
53086,['BR']
25663,['US']
13923,['US']
209073,['PL']
138932,['MY']
208307,['GB']
35664,['RO']
42909,"['GB', 'US']"
41057,['PL']
57415,['UA']
146855,['IN']
266991,['BR']
140159,['IN']
637,['US']
263560,['BR']
131278,['BD']
198155,['RU']
270457,['BR']
394199,['US']
35946,['US']
55668,['ID']
6062,['US']
139551,['IN']
393538,['US']
13630,['US']
40849,['US']
9738,['AU']
203542,['RU']
15767,['SI']
39702,['DE']
1831,['MX']
52228,['CR']
23207,['US']
38131,['KR']
22184,['US']
49889,['UA']
39414,['GB']
201860,['CY']
29030,"['BG', 'US']"
61933,['BR']
200087,['FI']
41630,['SI']
39200,['IR']
{267737},"['HN', 'GT']"
15975,"['PS', 'TR']"
27847,"['US', 'DO']"
6522,['US']
15280,['US']
212744,['AL']
202097,['ES']
26423,['US']
59947,['NL']
51987,['BG']
8441,['RU']
201045,['IT']
203527,['RU']
25596,['NL']
266450,['BR']
